Timestamp(s),Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),MQ7_Raw,Voltage(V),CO(ppm)
2057,48.68,-5.49,1000.75,104.57,240,0.19,0.17
2059,48.82,-5.53,1000.73,104.74,239,0.19,0.17
2061,48.88,-5.54,1000.71,104.91,244,0.20,0.18
2063,48.96,-5.56,1000.74,104.67,240,0.19,0.17
2065,49.08,-5.57,1000.75,104.58,242,0.20,0.18
2067,49.06,-5.56,1000.75,104.61,253,0.20,0.19
2069,49.08,-5.58,1000.79,104.24,243,0.20,0.18
2072,49.07,-5.59,1000.76,104.55,240,0.19,0.17
2074,49.15,-5.60,1000.79,104.28,247,0.20,0.18
2076,49.13,-5.60,1000.77,104.42,242,0.20,0.18
2078,49.00,-5.57,1000.73,104.79,240,0.19,0.17
2080,48.91,-5.57,1000.76,104.50,240,0.19,0.17
2082,48.90,-5.57,1000.76,104.52,240,0.19,0.17
2084,48.74,-5.56,1000.72,104.66,243,0.20,0.18
2086,48.62,-5.56,1000.75,104.56,241,0.19,0.18
2088,48.59,-5.56,1000.73,104.80,240,0.19,0.17
2090,48.68,-5.57,1000.78,104.35,240,0.19,0.17
2092,48.65,-5.54,1000.76,104.48,242,0.20,0.18
2094,48.66,-5.54,1000.75,104.58,245,0.20,0.18
2096,48.69,-5.57,1000.75,104.58,242,0.20,0.18
2098,48.68,-5.54,1000.73,104.76,241,0.19,0.18
2100,48.79,-5.56,1000.73,104.73,241,0.19,0.18
2102,48.65,-5.56,1000.69,105.14,241,0.19,0.18
2104,48.66,-5.57,1000.70,105.02,240,0.19,0.17
2106,48.71,-5.56,1000.78,104.33,244,0.20,0.18
2108,48.58,-5.55,1000.73,104.80,244,0.20,0.18
2110,48.73,-5.55,1000.71,104.90,243,0.20,0.18
2112,48.75,-5.55,1000.74,104.66,245,0.20,0.18
2114,48.77,-5.54,1000.72,104.89,236,0.19,0.17
2116,48.81,-5.56,1000.70,105.03,252,0.20,0.19
2118,48.91,-5.57,1000.72,104.83,243,0.20,0.18
2120,48.91,-5.57,1000.73,104.73,242,0.20,0.18
2123,48.94,-5.60,1000.72,104.82,242,0.20,0.18
2125,49.03,-5.60,1000.70,105.02,246,0.20,0.18
2127,48.99,-5.61,1000.71,104.93,240,0.19,0.17
2129,49.00,-5.59,1000.72,104.84,240,0.19,0.17
2131,49.06,-5.60,1000.71,104.97,245,0.20,0.18
2133,48.93,-5.61,1000.71,104.91,255,0.21,0.19
2135,48.75,-5.58,1000.68,105.16,246,0.20,0.18
2137,48.68,-5.57,1000.68,105.17,241,0.19,0.18
2139,48.57,-5.56,1000.69,105.09,240,0.19,0.17
2141,48.54,-5.55,1000.70,104.98,244,0.20,0.18
2143,48.57,-5.52,1000.69,105.08,242,0.20,0.18
2145,48.50,-5.53,1000.72,104.85,241,0.19,0.18
2147,48.50,-5.55,1000.70,105.06,251,0.20,0.19
2149,48.52,-5.53,1000.68,105.22,243,0.20,0.18
2151,48.55,-5.51,1000.71,104.95,249,0.20,0.18
2153,48.64,-5.51,1000.68,105.18,254,0.20,0.19
2155,48.72,-5.51,1000.69,105.07,243,0.20,0.18
2157,48.67,-5.53,1000.71,104.95,244,0.20,0.18
2159,48.77,-5.55,1000.69,105.08,246,0.20,0.18
2161,48.74,-5.55,1000.67,105.29,241,0.19,0.18
2163,48.80,-5.55,1000.71,104.92,245,0.20,0.18
2165,48.77,-5.56,1000.65,105.45,246,0.20,0.18
2167,48.95,-5.58,1000.68,105.18,246,0.20,0.18
2169,48.92,-5.59,1000.70,104.99,242,0.20,0.18
2171,48.98,-5.59,1000.68,105.16,245,0.20,0.18
2174,49.08,-5.62,1000.68,105.20,251,0.20,0.19
2176,49.05,-5.65,1000.70,105.05,245,0.20,0.18
2178,49.03,-5.62,1000.69,105.14,247,0.20,0.18
2180,49.15,-5.63,1000.67,105.26,239,0.19,0.17
2182,49.13,-5.64,1000.68,105.18,241,0.19,0.18
2184,49.07,-5.62,1000.69,105.07,243,0.20,0.18
2186,49.09,-5.61,1000.69,105.12,242,0.20,0.18
2188,49.05,-5.61,1000.70,105.00,245,0.20,0.18
2190,48.93,-5.60,1000.70,104.97,245,0.20,0.18
2192,48.69,-5.62,1000.65,105.45,249,0.20,0.18
2194,48.75,-5.58,1000.64,105.48,242,0.20,0.18
2196,48.72,-5.55,1000.66,105.33,243,0.20,0.18
2198,48.68,-5.55,1000.65,105.41,246,0.20,0.18
2200,48.74,-5.55,1000.67,105.24,242,0.20,0.18
2202,48.63,-5.54,1000.63,105.61,240,0.19,0.17
2204,48.76,-5.56,1000.65,105.40,242,0.20,0.18
2206,48.70,-5.58,1000.66,105.36,242,0.20,0.18
2208,48.66,-5.58,1000.64,105.56,240,0.19,0.17
2210,48.79,-5.57,1000.66,105.34,245,0.20,0.18
2212,48.84,-5.57,1000.66,105.35,253,0.20,0.19
2214,48.92,-5.58,1000.67,105.28,243,0.20,0.18
2216,48.90,-5.59,1000.69,105.13,247,0.20,0.18
2218,48.90,-5.57,1000.65,105.43,237,0.19,0.17
2220,48.91,-5.58,1000.66,105.37,236,0.19,0.17
2222,48.99,-5.60,1000.67,105.30,244,0.20,0.18
2225,48.97,-5.60,1000.68,105.17,246,0.20,0.18
2227,49.09,-5.61,1000.68,105.21,250,0.20,0.18
2229,49.11,-5.62,1000.63,105.60,242,0.20,0.18
2231,49.00,-5.61,1000.65,105.44,247,0.20,0.18
2233,49.05,-5.61,1000.63,105.61,243,0.20,0.18
2235,48.98,-5.61,1000.65,105.44,242,0.20,0.18
2237,48.97,-5.60,1000.61,105.73,246,0.20,0.18
2239,48.96,-5.59,1000.63,105.59,243,0.20,0.18
2241,48.87,-5.59,1000.65,105.44,246,0.20,0.18
2243,48.81,-5.56,1000.62,105.71,246,0.20,0.18
2245,48.88,-5.57,1000.58,106.00,243,0.20,0.18
2247,48.77,-5.56,1000.58,106.03,252,0.20,0.19
2249,48.80,-5.57,1000.59,105.92,247,0.20,0.18
2251,48.73,-5.56,1000.63,105.65,246,0.20,0.18
2253,48.67,-5.54,1000.60,105.88,246,0.20,0.18
2255,48.71,-5.53,1000.61,105.76,249,0.20,0.18
2257,48.65,-5.53,1000.59,105.96,243,0.20,0.18
2259,48.76,-5.54,1000.61,105.76,247,0.20,0.18
2261,48.85,-5.54,1000.62,105.65,245,0.20,0.18
2263,48.98,-5.58,1000.62,105.72,247,0.20,0.18
2265,48.99,-5.59,1000.59,105.92,245,0.20,0.18
2267,48.96,-3.45,1000.63,105.58,240,0.19,0.17
2269,48.61,-3.63,1000.62,105.72,259,0.21,0.19
2271,48.43,-4.86,1000.59,105.90,259,0.21,0.19
2273,48.29,-5.11,1000.59,105.96,256,0.21,0.19
2276,48.09,-5.21,1000.61,105.80,256,0.21,0.19
2278,47.92,-5.24,1000.57,106.15,256,0.21,0.19
2280,47.76,-4.92,1000.59,105.94,132,0.11,0.08
2282,46.95,-3.72,1000.50,106.73,123,0.10,0.07
2284,46.71,-4.30,1000.48,106.83,116,0.09,0.07
0,23.36,36.61,1006.04,60.23,94,0.08,0.05
2,23.33,36.57,1006.05,60.15,95,0.08,0.05
4,23.31,36.64,1006.04,60.22,103,0.08,0.06
6,23.31,36.64,1006.04,60.23,107,0.09,0.06
8,23.33,36.59,1006.07,59.98,98,0.08,0.05
10,23.33,36.57,1006.06,60.03,105,0.08,0.06
12,23.33,36.48,1006.07,59.96,101,0.08,0.06
14,23.30,37.15,1006.06,60.06,102,0.08,0.06
16,23.30,37.94,1006.05,60.08,101,0.08,0.06
18,23.30,37.47,1006.07,59.96,101,0.08,0.06
20,23.33,37.68,1006.04,60.21,105,0.08,0.06
22,23.35,37.53,1006.02,60.36,106,0.09,0.06
24,23.33,37.15,1006.05,60.11,105,0.08,0.06
26,23.29,36.64,1006.05,60.16,105,0.08,0.06
28,23.27,36.46,1006.04,60.22,105,0.08,0.06
30,23.26,36.39,1006.00,60.54,97,0.08,0.05
32,23.27,36.33,1006.00,60.51,99,0.08,0.06
34,23.29,36.33,1006.04,60.22,97,0.08,0.05
36,23.28,36.28,1006.01,60.42,98,0.08,0.05
38,23.26,36.24,1006.01,60.45,98,0.08,0.05
40,23.26,36.23,1006.03,60.27,96,0.08,0.05
42,23.26,36.22,1006.03,60.32,78,0.06,0.04
44,23.27,36.23,1006.02,60.37,85,0.07,0.05
46,23.26,36.23,1006.03,60.31,80,0.06,0.04
48,23.27,36.21,1006.02,60.36,90,0.07,0.05
50,23.28,36.22,1006.03,60.28,75,0.06,0.04
52,23.27,36.20,1006.04,60.22,93,0.07,0.05
54,23.25,36.22,1006.01,60.49,106,0.09,0.06
56,23.23,36.25,1006.00,60.56,95,0.08,0.05
58,23.24,36.25,1005.99,60.63,84,0.07,0.04
60,23.24,36.21,1006.01,60.48,86,0.07,0.05
62,23.25,36.26,1006.00,60.50,89,0.07,0.05
64,23.24,36.26,1006.01,60.48,88,0.07,0.05
66,23.22,36.32,1006.05,60.10,90,0.07,0.05
68,23.20,36.39,1006.02,60.33,94,0.08,0.05
70,23.17,36.41,1006.03,60.29,92,0.07,0.05
